Date,Open,High,Low,Close,Volume
2017-10-09,206.655,206.821,206.216,206.483,868158.6709144
2017-10-10,206.973,207.339,206.503,206.992,1160989.1324424
2017-10-11,206.885,207.329,206.762,207.329,1165321.4655942
2017-10-12,207.002,207.356,206.801,207.012,1219471.9788569
2017-10-13,207.442,207.442,207.135,207.231,1206448.8998615
2017-10-16,207.48,207.729,207.153,207.577,1996816.4762737
2017-10-17,207.538,207.729,207.309,207.7,1505319.3828076
2017-10-18,208.064,208.094,207.719,207.892,1726060.7804156
2017-10-19,207.144,208.006,206.781,208.006,1868208.8768772
2017-10-20,208.726,209.044,208.468,209.014,1464539.3280104
2017-10-23,209.321,209.321,208.142,208.286,1243356.664589
2017-10-24,208.613,208.814,208.257,208.564,2053889.9843573
2017-10-25,208.286,208.373,206.503,207.567,2195591.5990977
2017-10-26,208.104,208.373,207.709,207.759,3725310.9993437
2017-10-27,208.564,209.675,208.286,209.533,3191582.7854857
2017-10-30,208.995,209.426,208.477,208.785,1460615.9220426
2017-10-31,209.111,209.302,208.823,208.995,1533630.2880347
2017-11-01,209.821,210.108,208.995,209.371,2347483.0116291
2017-11-02,209.282,209.57,208.304,209.455,2155140.146502
2017-11-03,209.628,210.146,209.186,210.136,2185281.8354233
2017-11-06,210.001,210.568,209.981,210.471,1907887.3319132
2017-11-07,210.568,210.855,209.885,210.376,1693617.8329023
2017-11-08,210.126,210.779,209.925,210.702,5322318.7418228
2017-11-09,209.541,210.061,208.43,209.952,1857542.3450982
2017-11-10,209.533,209.952,209.235,209.831,1151185.3118401
2017-11-13,209.176,210.211,209.158,210.061,1016917.4091249
2017-11-14,209.272,209.647,208.574,209.55,3121127.343939
2017-11-15,208.667,209.102,207.854,208.468,2748879.4678069
2017-11-16,209.351,210.606,209.331,210.24,1211443.6533243
2017-11-17,209.943,210.108,209.6,209.694,1548309.9393983
2017-11-20,209.895,210.174,209.657,209.981,1604135.8022977
2017-11-21,210.721,211.554,210.664,211.364,1300930.8998368
2017-11-22,211.429,211.517,211.049,211.21,2421887.9386835
2017-11-24,211.671,211.803,211.544,211.671,1377580.7536771
2017-11-27,211.718,212.013,211.4,211.604,2998641.1341247
2017-11-28,212.062,213.74,211.949,213.692,2029600.5441677
2017-11-29,213.858,214.373,213.175,213.614,2757348.0159714
2017-11-30,214.469,216.34,214.42,215.398,6154891.3590871
2017-12-01,215.313,215.725,212.005,214.996,4265224.2368609
2017-12-04,216.597,216.914,214.728,214.777,2442766.1750671
2017-12-05,215.006,215.6,213.875,213.988,2129307.8407376
2017-12-06,213.712,214.45,213.614,213.988,1361338.4162886
2017-12-07,213.932,215.006,213.808,214.708,3015812.9463117
2017-12-08,215.476,215.906,215.264,215.876,1904225.7645249
2017-12-11,215.915,216.606,215.886,216.578,2838458.5142994
2017-12-12,216.798,217.364,216.587,216.941,2095545.2685103
2017-12-13,217.181,217.575,216.826,216.885,2042987.6935386
2017-12-14,217.211,217.277,215.964,216.022,2183454.1812739
2017-12-15,216.99,218.236,216.904,217.844,3581694.1032004
2017-12-18,219.07,219.53,219.012,219.186,2356912.3300398
2017-12-19,219.443,219.472,218.314,218.409,3581382.1919044
2017-12-20,219.251,219.3,217.978,218.245,2903459.1593012
2017-12-21,218.81,219.34,218.466,218.688,2555496.5506324
2017-12-22,218.706,218.744,218.14,218.638,2132384.1832526
2017-12-26,218.484,218.534,218.14,218.38,1676505.482066
2017-12-27,218.534,218.802,218.245,218.504,1550845.9138485
2017-12-28,218.889,218.955,218.592,218.898,2638526.5030899
2017-12-29,219.462,219.472,217.929,218.169,2615972.9170695
2018-01-02,218.908,219.769,218.553,219.769,3128071.8037973
2018-01-03,219.913,221.179,219.856,221.055,3280023.7208612
2018-01-04,221.706,222.465,221.628,222.025,3280269.9117169
2018-01-05,222.771,223.586,222.3,223.452,2462219.425396
2018-01-08,223.383,224.017,223.114,223.921,2783487.0171237
2018-01-09,224.284,224.974,224.045,224.401,2394625.4309563
2018-01-10,223.681,224.275,223.068,224.007,2196332.258028
2018-01-11,224.543,225.655,224.43,225.655,2563122.2080704
2018-01-12,225.922,227.306,225.81,227.16,2276655.1542541
2018-01-16,228.388,228.925,225.713,226.326,4176595.5287988
2018-01-17,227.248,228.879,226.575,228.503,2094005.5324805
2018-01-18,228.417,228.8,227.699,228.206,3546457.5153835
2018-01-19,228.703,229.184,228.148,229.174,2857217.005688
2018-01-22,228.972,231.044,228.972,231.016,1805422.9063954
2018-01-23,231.101,231.809,230.794,231.55,2429744.1392533
2018-01-24,232.146,232.681,230.363,231.426,3298841.6736006
2018-01-25,232.281,232.329,230.812,231.541,4030639.8195261
2018-01-26,232.423,234.254,232.088,234.244,3212462.0650509
2018-01-29,233.757,234.14,232.559,232.606,5780587.372037
2018-01-30,230.947,231.56,229.872,230.113,7502566.1828827
2018-01-31,231.091,231.588,229.423,230.343,6290594.6796729
2018-02-01,229.741,231.35,229.423,230.093,3510330.050487
2018-02-02,228.898,229.019,225.101,225.174,6218111.2931111
2018-02-05,223.461,225.445,215.15,215.925,9547753.9463991
2018-02-06,212.378,220.392,211.381,219.953,13157075.670885
2018-02-07,219.416,222.596,218.716,218.725,7001609.5187396
2018-02-08,218.993,219.158,210.518,210.606,7830659.3117674
2018-02-09,213.088,215.407,206.704,213.848,10919732.814927
2018-02-12,215.677,218.197,214.028,216.771,4759967.7114418
2018-02-13,215.802,217.9,215.197,217.507,3460000.7113961
2018-02-14,216.117,220.66,215.964,220.354,4101740.9904784
2018-02-15,221.975,223.213,219.674,223.213,3286639.5785181
2018-02-16,222.586,225.024,222.504,223.183,3380992.2239759
2018-02-20,222.337,223.681,221.085,221.832,3882592.5311614
2018-02-21,222.226,224.514,220.651,220.651,3130348.0260313
2018-02-22,221.628,223.144,220.392,220.921,3572758.2096827
2018-02-23,222.186,224.563,221.726,224.563,3285970.8991176
2018-02-26,225.512,227.248,225.014,227.15,2125970.7028246
2018-02-27,227.371,227.985,224.246,224.246,3313661.1112975
2018-02-28,225.349,225.733,221.755,221.755,3054498.292472
2018-03-01,221.927,223.26,217.402,218.82,5826873.3392771
2018-03-02,217.22,220.441,216.423,220.018,3684004.1378425
2018-03-05,218.802,223.039,218.744,222.531,3400788.6810487
2018-03-06,223.432,223.452,221.687,223.078,2172283.792786
2018-03-07,221.045,223.297,220.871,222.981,3069766.2982535
2018-03-08,223.586,224.152,222.674,224.026,3397424.4204143
2018-03-09,225.378,227.92,225.063,227.91,2755628.8527075
2018-03-12,228.254,228.78,227.324,227.68,2281545.5895577
2018-03-13,228.733,229.204,225.635,226.173,3463768.6833066
2018-03-14,227.093,227.258,224.534,224.994,2645313.4425279
2018-03-15,225.502,226.089,224.324,224.774,2430302.2414051
2018-03-16,225.214,225.972,224.994,225.014,1747919.6074958
2018-03-19,224.352,224.362,220.451,221.985,3053590.7244869
2018-03-20,222.337,222.924,221.755,222.396,2239123.5669347
2018-03-21,222.29,224.227,221.735,221.877,3122766.1822201
2018-03-22,219.789,220.623,216.145,216.376,4035812.9570412
2018-03-23,216.771,217.469,211.613,211.755,4290016.490578
2018-03-26,215.15,217.824,212.927,217.585,6188455.7268117
2018-03-27,218.418,218.917,212.427,213.808,3764747.4362502
2018-03-28,213.932,215.505,212.217,213.214,4907039.6250179
2018-03-29,214.297,217.662,213.614,216.292,3258745.9459278
2018-04-02,215.476,215.935,208.995,211.288,5256543.0128981
2018-04-03,212.457,214.44,210.797,213.949,3680024.4000687
2018-04-04,210.74,216.933,210.587,216.433,5146460.2322135
2018-04-05,217.91,218.802,216.924,217.987,3846495.3185311
2018-04-06,216.155,217.565,211.727,213.195,5519775.2831144
2018-04-09,214.566,217.316,213.818,214.048,3308549.5214964
2018-04-10,216.875,218.35,215.84,217.594,3251773.3201664
2018-04-11,216.213,217.987,216.165,216.443,2315023.3732104
2018-04-12,217.739,219.098,217.527,218.255,1929179.7113888
2018-04-13,219.656,219.656,216.654,217.652,3232083.2676162
2018-04-16,219.118,220.105,218.37,219.407,2405581.9672179
2018-04-17,221.055,222.29,220.557,221.765,2576328.887026
2018-04-18,222.157,222.674,221.545,221.897,1527882.3574623
2018-04-19,221.228,221.486,219.759,220.67,2235448.4381858
2018-04-20,220.623,220.787,217.969,218.879,2354788.4123185
2018-04-23,219.378,219.875,217.775,218.802,1648270.729095
2018-04-24,219.769,219.913,214.45,215.821,4089210.2931944
2018-04-25,215.783,216.771,214.058,216.376,2635625.4150824
2018-04-26,217.287,219.3,216.895,218.592,2358072.3479702
2018-04-27,219.08,219.398,217.9,218.81,2438744.7100296
2018-04-30,219.34,219.847,216.971,217.038,2402070.6179789
2018-05-01,216.616,217.575,215.092,217.498,2600226.0909371
2018-05-02,217.277,218.015,215.637,216.003,1831597.375722
2018-05-03,215.207,216.117,212.561,215.495,2984507.0667338
2018-05-04,214.65,218.927,214.345,218.37,1998135.0578062
2018-05-07,219.051,219.983,218.409,219.032,3500164.2458722
2018-05-08,218.744,219.359,217.623,219.022,2154026.0285617
2018-05-09,219.674,221.496,219.195,221.15,1685807.5323224
2018-05-10,221.897,223.537,221.794,223.241,1721013.8678731
2018-05-11,223.393,224.18,222.885,223.767,1906630.2980947
2018-05-14,224.362,224.935,223.537,224.026,1654512.0845604
2018-05-15,222.904,222.924,221.647,222.494,2910806.2872541
2018-05-16,222.54,223.835,222.531,223.432,2897480.685597
2018-05-17,223.173,224.236,222.54,223.26,1919119.2681149
2018-05-18,222.934,223.231,222.366,222.714,1906273.5299902
2018-05-21,224.045,224.871,223.738,224.332,1413963.7980637
2018-05-22,224.861,225.101,223.442,223.681,1181226.8553285
2018-05-23,222.577,224.391,222.426,224.391,1661164.453573
2018-05-24,224.017,224.246,222.254,223.949,2266961.9109006
2018-05-25,223.393,223.929,222.894,223.393,1852176.2189887
2018-05-29,221.822,222.54,219.769,220.796,4998471.3620179
2018-05-30,222.034,224.152,221.946,223.719,1521861.113313
2018-05-31,223.355,223.613,221.822,222.282,2662529.0683417
2018-06-01,223.557,224.842,223.508,224.622,2186923.8032492
2018-06-04,225.302,225.857,225.12,225.598,2273782.2321496
2018-06-05,225.723,226.144,225.044,225.922,1669011.2655085
2018-06-06,226.365,227.783,225.782,227.726,3092738.2000925
2018-06-07,228.148,228.444,226.824,227.621,2928339.040272
2018-06-08,227.267,228.378,227.112,228.338,1698443.5909472
2018-06-11,228.522,229.326,228.444,228.629,2963884.4098401
2018-06-12,229.078,229.289,228.368,229.019,1323228.9063672
2018-06-13,229.194,229.423,228.022,228.09,2806866.8029652
2018-06-14,229,229.279,228.235,228.751,2142393.5106285
2018-06-15,228.06,228.77,227.055,228.56,2238610.3215914
2018-06-18,227.102,228.138,226.692,228.013,2260580.7691019
2018-06-19,225.885,227.361,225.522,227.16,2085566.1934007
2018-06-20,227.792,228.148,227.229,227.562,1766413.13076
2018-06-21,227.516,227.526,225.655,226.134,4519142.9818232
2018-06-22,227.306,227.409,226.317,226.557,3461539.4042444
2018-06-25,225.483,225.588,221.887,223.412,7487945.9928699
2018-06-26,223.939,224.735,223.278,223.902,3325718.2041386
2018-06-27,224.494,225.791,221.946,222.034,3843329.2623991
2018-06-28,221.966,224.045,221.391,223.402,2939314.3538022
2018-06-29,224.391,225.617,223.596,223.959,4134873.481024
2018-07-02,222.216,224.304,221.985,224.217,2164749.9353281
2018-07-03,225.034,225.101,223.001,223.327,1289939.9385827
2018-07-05,224.468,225.253,223.432,225.234,2170265.2364055
2018-07-06,225.224,227.468,224.88,227.121,2921580.266737
2018-07-09,228.031,229.184,227.995,229.127,4433320.4322437
2018-07-10,229.575,230.047,229.307,229.902,1464450.6575751
2018-07-11,228.522,229.269,228.013,228.348,2601362.1156908
2018-07-12,229.502,230.381,228.907,230.297,3201809.0946328
2018-07-13,230.218,230.831,229.798,230.497,2021915.4253789
2018-07-16,230.591,230.698,229.922,230.353,1106757.2510155
2018-07-17,229.672,231.647,229.622,231.35,2034108.1318271
2018-07-18,231.37,231.876,230.947,231.771,2904120.5364305
2018-07-19,231.148,231.504,230.459,230.89,2284325.6685006
2018-07-20,230.698,231.283,230.487,230.678,3019944.9885979
2018-07-23,230.439,231.255,230.133,231.119,1612051.4642184
2018-07-24,232.337,233.008,231.426,232.184,3249004.7162212
2018-07-25,232.058,234.514,231.964,234.331,2922537.9074385
2018-07-26,233.497,234.292,233.458,233.631,2413533.0973125
2018-07-27,234.043,234.053,231.225,232.097,2970868.510599
2018-07-30,232.106,232.281,230.363,230.777,1784063.7632978
2018-07-31,231.608,232.569,231.245,231.946,2219739.1665908
2018-08-01,232.146,232.663,231.006,231.667,1840101.3920605
2018-08-02,230.439,233.028,230.208,232.835,1968885.2891461
2018-08-03,233.028,233.977,232.835,233.977,2247660.9650841
2018-08-06,233.89,235.023,233.555,234.838,2053190.0095091
2018-08-07,235.348,235.895,235.233,235.509,2917946.8652519
2018-08-08,235.377,235.787,234.984,235.377,1738789.682202
2018-08-09,235.471,235.855,234.955,235.088,1208073.1336004
2018-08-10,233.709,234.254,232.875,233.478,2668659.8465584
2018-08-13,233.747,234.35,232.394,232.615,4105748.8941551
2018-08-14,233.314,234.35,232.989,234.111,1706508.4278354
2018-08-15,232.875,232.989,231.044,232.385,2882919.9569349
2018-08-16,233.709,235.078,233.699,234.274,1886237.1411513
2018-08-17,234.024,235.519,233.699,235.05,2538719.0610872
2018-08-20,235.537,235.855,235.088,235.577,1387505.583344
2018-08-21,236.095,236.93,235.953,236.095,2158876.8229648
2018-08-22,235.759,236.479,235.529,236.018,1902865.455729
2018-08-23,235.796,236.634,235.358,235.676,2571382.1199164
2018-08-24,236.23,237.228,236.191,237.149,2594895.4330017
2018-08-27,238.214,239.085,238.107,238.942,2641393.1661048
2018-08-28,239.451,239.518,238.654,239.076,3372443.350829
2018-08-29,239.296,240.601,239.076,240.39,2357444.3526518
2018-08-30,239.939,240.304,238.875,239.413,2924933.0523739
2018-08-31,239.066,239.862,238.614,239.422,3534156.3180499
2018-09-04,239.085,239.363,238.107,239.085,4036528.5796134
2018-09-05,238.674,238.885,237.447,238.415,5119571.1834963
2018-09-06,238.492,238.753,236.699,237.714,1880402.6265069
2018-09-07,236.634,238.107,236.479,237.129,2934856.8388592
2018-09-10,238.127,238.385,237.437,237.592,3155763.0591589
2018-09-11,236.987,238.806,236.679,238.484,3810475.3013385
2018-09-12,238.425,239.011,237.724,238.512,3364235.5980626
2018-09-13,239.471,240.044,239.183,239.871,2325987.211743
2018-09-14,240.084,240.226,239.183,239.987,2073239.9597086
2018-09-17,239.871,239.909,238.405,238.624,2802182.9176168
2018-09-18,238.855,240.505,238.846,239.939,2031621.1869116
2018-09-19,239.978,240.591,239.871,240.197,2314413.111979
2018-09-20,241.349,242.46,241.28,242.125,3731689.0115976
2018-09-21,242.873,242.978,241.789,241.951,1506763.146131
2018-09-24,241.387,241.512,240.581,241.156,2307072.2431157
2018-09-25,241.55,241.617,240.698,240.86,2629966.1549455
2018-09-26,241.041,242.135,239.805,240.151,2848410.4666878
2018-09-27,240.64,241.856,240.4,240.83,3413037.7193027
2018-09-28,240.304,241.329,240.236,240.801,1967746.1348476
2018-10-01,242.059,242.72,241.11,241.693,2183941.3470774
2018-10-02,241.626,242.259,241.253,241.664,3364914.709279
2018-10-03,242.575,242.987,241.387,241.856,2778975.2567381
2018-10-04,241.271,241.339,238.385,239.89,5549999.3833813
2018-10-05,240.026,240.551,237.159,238.531,2844317.0221204
2018-10-08,237.85,238.806,236.584,238.475,3570566.4851578
2018-10-09,238.146,239.353,237.648,238.166,2304760.5527075
2018-10-10,237.704,237.704,230.257,230.469,6436694.3480051
2018-10-11,229.779,231.101,224.026,225.608,10022298.295813
2018-10-12,229.393,229.613,225.674,228.665,7892548.14608
2018-10-15,228.302,229.539,227.277,227.429,3666659.1575111
2018-10-16,229.154,232.73,228.751,232.251,3669182.6137824
2018-10-17,232.413,232.95,229.978,232.337,3156053.0636414
2018-10-18,231.513,232.048,227.841,229.088,3378980.9698664
2018-10-19,229.632,231.388,228.264,228.898,2976860.5456639
2018-10-22,229.53,229.816,227.39,227.949,2331144.7015342
2018-10-23,224.524,227.734,222.577,226.585,5774171.8052456
2018-10-24,226.499,226.814,219.33,219.828,4509011.602201
2018-10-25,221.572,225.234,220.605,223.747,4928279.845414
2018-10-26,220.317,222.714,217.336,219.809,5854286.0651533
2018-10-29,222.762,223.929,215.313,218.668,5685131.0404547
2018-10-30,218.484,222.157,218.035,221.995,4013704.8095605
2018-10-31,224.265,226.395,223.854,224.332,4517492.6685445
2018-11-01,225.101,226.805,224.036,226.674,3183671.2962914
2018-11-02,227.621,228.031,223.393,225.253,3531643.2935946
2018-11-05,225.694,227.055,224.88,226.537,2120671.3403368
2018-11-06,226.489,228.09,226.423,227.968,2501047.6874344
2018-11-07,229.978,232.931,229.622,232.78,3427731.9752086
2018-11-08,232.166,233.028,231.416,232.385,2735994.0887817
2018-11-09,231.283,231.408,228.859,230.228,3414384.4667381
2018-11-12,229.662,229.892,225.387,225.782,3006083.1916025
2018-11-13,226.28,228.129,224.774,225.425,3434651.3987088
2018-11-14,227.2,227.526,222.416,223.863,4014528.9230182
2018-11-15,222.752,226.692,222.752,226.181,3076247.585485
2018-11-16,225.214,227.651,224.755,226.768,2598199.1891037
2018-11-19,226.27,226.509,222.127,223.001,3298008.1715085
2018-11-20,219.885,221.198,218.064,218.889,5546162.5614857
2018-11-21,220.24,221.314,219.589,219.647,2689933.4487655
2018-11-23,218.035,219.416,217.969,218.226,921501.76162482
2018-11-26,220.23,221.687,219.895,221.657,2770930.2403
2018-11-27,220.66,222.356,220.134,222.329,3160420.8649674
2018-11-28,223.374,227.516,222.494,227.516,4129186.054984
2018-11-29,226.805,228.358,225.733,227.064,3636955.6048586
2018-11-30,226.902,228.981,226.654,228.551,3319035.5828599
2018-12-03,232.32,232.403,229.978,231.379,4372544.6726898
2018-12-04,230.698,231.081,223.662,224.209,4255734.4139179
2018-12-06,220.382,223.69,217.421,223.623,8553612.3209738
2018-12-07,223.288,224.745,217.652,218.447,4356662.2329506
2018-12-10,218.226,219.684,214.267,218.706,6636071.3866077
2018-12-11,221.765,221.927,217.479,218.773,5038491.980616
2018-12-12,221.657,222.865,219.895,220.001,4565892.1216901
2018-12-13,220.777,221.62,218.83,219.923,2895402.6678657
2018-12-14,217.89,218.783,215.293,215.858,5643362.0495082
2018-12-17,214.899,215.955,210.051,211.439,6758581.5895986
2018-12-18,213.03,213.673,209.858,211.354,5174835.8146994
2018-12-19,211.419,214.852,206.503,207.989,9062155.0016545
2018-12-20,207.012,208.42,202.66,204.567,13393071.512913
2018-12-21,205.573,208.026,199.965,200.492,13028709.046435
2018-12-24,199.217,200.184,194.972,194.972,9368746.0715634
2018-12-26,196.63,204.969,194.77,204.845,12793111.699774
2018-12-27,202.132,206.811,199.083,206.742,10565392.194004
2018-12-28,207.892,209.474,205.353,206.483,8202656.8243175
2018-12-31,207.882,208.487,206.196,208.343,7372725.5428444
2019-01-02,205.045,209.272,204.903,208.506,5395371.7055338
2019-01-03,206.791,207.079,203.052,203.512,3673180.0856432
2019-01-04,206.282,210.892,205.928,210.23,5625642.5669854
2019-01-07,210.596,213.253,209.714,211.833,4087911.5321124
2019-01-08,213.988,214.382,211.631,213.875,3912125.0020328
2019-01-09,214.602,215.715,213.473,214.861,5035387.4721981
2019-01-10,213.643,215.915,212.908,215.773,3103427.6818663
2019-01-11,214.728,215.783,214.17,215.667,2813911.4082564
2019-01-14,214.038,215.207,213.673,214.478,2926798.2610605
2019-01-15,214.834,217.201,214.834,216.99,5629650.4706621
2019-01-16,217.316,218.275,217.144,217.469,4485792.4663247
2019-01-17,216.663,219.903,216.626,219.07,3374212.5868092
2019-01-18,220.787,222.456,220.095,222.034,5452689.3181101
2019-01-22,220.641,220.806,217.555,219.06,6382582.4324614
2019-01-23,220.027,220.595,217.191,219.407,3393427.991735
2019-01-24,219.29,220.153,218.409,219.637,2423487.1360641
2019-01-25,221.304,222.216,220.891,221.506,4056407.4480318
2019-01-28,219.472,219.847,218.16,219.789,2655939.2902247
2019-01-29,219.903,220.402,218.734,219.511,2687977.4832803
2019-01-30,220.881,223.719,220.202,222.973,6649581.6314066
2019-01-31,222.875,225.321,222.743,224.842,5855061.1490764
2019-02-01,225.13,225.992,224.342,225.044,4101636.6723192
2019-02-04,225.12,226.674,224.458,226.644,2803633.9832114
2019-02-05,227.055,227.841,226.575,227.641,3985958.2655747
2019-02-06,227.342,227.734,226.604,227.371,2263703.011607
2019-02-07,225.763,226.25,223.576,225.147,4310460.7634195
2019-02-08,223.929,225.483,223.203,225.435,2771889.9673646
2019-02-11,225.982,226.191,225.044,225.542,3294355.9927547
2019-02-12,227,228.78,226.96,228.454,6596790.3837584
2019-02-13,229.204,229.94,228.809,229.154,3937134.2375211
2019-02-14,228.129,229.701,227.409,228.638,3582505.698479
2019-02-15,230.297,231.187,230.084,231.168,3095769.685799
2019-02-19,230.401,232.156,230.401,231.56,2767901.8841382
2019-02-20,231.55,232.432,231.081,232.088,2378556.2617121
2019-02-21,231.476,231.762,230.305,231.264,2228494.589693
2019-02-22,231.809,232.816,231.588,232.643,2337794.9841837
2019-02-25,233.987,234.456,232.883,232.989,3244396.9831289
2019-02-26,232.588,233.574,232.461,232.808,5106668.0703841
2019-02-27,232.126,233.018,231.273,232.69,2356690.1323607
2019-02-28,232.471,232.883,231.956,232.136,2434496.8745868
2019-03-01,233.727,234.092,232.385,233.737,3162497.8395173
2019-03-04,234.686,234.876,230.708,232.845,3732949.1749607
2019-03-05,232.989,233.152,232.048,232.578,2731080.703483
2019-03-06,232.653,232.653,230.812,231.091,2774000.3237255
2019-03-07,230.698,230.812,228.407,229.232,7104957.5190659
2019-03-08,227.459,228.869,226.96,228.76,4988317.0324007
2019-03-11,229.413,232.184,229.393,232.088,2078382.8449577
2019-03-12,232.559,233.393,232.423,232.931,2506392.9499122
2019-03-13,233.747,235.328,233.621,234.524,2177725.0279703
2019-03-14,234.524,234.896,233.937,234.436,1718015.7639775
2019-03-15,234.811,236.239,234.686,235.577,3475985.3829313
2019-03-18,235.712,236.604,235.499,236.43,2018583.5033739
2019-03-19,237.352,238.07,235.607,236.487,4480366.8788643
2019-03-20,236.211,237.312,234.657,235.646,3767555.6810961
2019-03-21,234.916,238.733,234.916,238.346,3255785.3965696
2019-03-22,237.101,237.6,233.727,233.814,4735570.823548
2019-03-25,233.468,234.56,232.442,233.603,3173844.5256942
2019-03-26,235.223,236.248,234.073,235.28,3485381.3195311
2019-03-27,235.348,235.895,232.69,234.207,2977252.7819426
2019-03-28,234.716,235.415,233.64,235.107,1882945.9032284
2019-03-29,236.45,236.776,235.377,236.624,3105545.3404983
2019-04-01,238.375,239.564,238.137,239.343,3624087.9599205
2019-04-02,239.471,239.642,238.684,239.431,1659128.1631053
2019-04-03,240.571,240.918,239.221,239.88,2125119.4666455
2019-04-04,240.111,240.649,239.471,240.467,1906835.8048683
2019-04-05,241.071,241.655,240.801,241.607,1650720.1194732
2019-04-08,241.204,241.876,240.601,241.809,1886894.3455543
2019-04-09,240.889,241.176,240.044,240.541,2212196.9636802
2019-04-10,240.918,241.444,240.561,241.349,3280585.9957394
2019-04-11,241.809,241.809,240.772,241.32,1719539.8522836
2019-04-12,242.824,243.228,242.171,242.968,2087739.1406569
2019-04-15,243.045,243.103,242.02,242.795,1738227.4073239
2019-04-16,243.591,243.629,242.393,242.978,2685121.2520813
2019-04-17,243.947,243.965,241.961,242.375,2053712.6434868
2019-04-18,242.931,243.064,241.674,242.834,3059192.6096363
2019-04-22,242.106,243.169,242.02,243.064,1235872.8798474
2019-04-23,243.38,245.403,243.169,245.174,2871916.4775018
2019-04-24,245.165,245.423,244.559,244.684,1528323.6232758
2019-04-25,244.598,245.155,243.399,244.588,1357254.3603557
2019-04-26,244.598,245.74,243.82,245.702,2383037.7698316
2019-04-29,245.758,246.525,245.672,246.007,2075834.3523282
2019-04-30,245.758,246.439,244.445,246.172,2220631.0868521
2019-05-01,246.784,246.946,244.339,244.376,2927889.4290057
2019-05-02,244.225,245.077,242.46,243.869,3300477.3823368
2019-05-03,245.183,246.448,244.981,246.199,2160050.4022558
2019-05-06,242.19,245.567,241.876,245.242,4351133.3705126
2019-05-07,242.968,243.496,239.296,241.253,5212833.7041905
2019-05-08,240.82,242.355,240.207,240.782,2920584.0283166
2019-05-09,238.806,240.551,237.218,240.044,3394548.3687649
2019-05-10,239.193,241.941,236.383,241.156,3435380.5826416
2019-05-13,236.469,237.352,234.379,235.233,6085575.0718388
2019-05-14,236.133,238.693,235.99,237.283,5158111.5274154
2019-05-15,235.796,239.268,235.587,238.684,2681150.9029418
2019-05-16,239.287,242.143,239.268,240.879,3533525.1931866
2019-05-17,238.762,241.617,238.733,239.422,2982904.7398083
2019-05-20,237.87,238.972,237.053,237.792,3030189.031832
2019-05-21,239.315,240.246,239.085,239.805,3028204.9004438
2019-05-22,238.982,240.044,238.743,239.133,3752882.288822
2019-05-23,237.111,237.129,234.916,236.353,4182518.7138786
2019-05-24,237.582,237.944,236.191,236.746,2010590.6460154
2019-05-28,236.997,237.916,234.57,234.637,2814610.3399231
2019-05-29,233.507,233.88,231.667,233.018,5038460.6851683
2019-05-30,233.65,234.476,232.615,233.669,3265541.2308185
2019-05-31,231.245,232.022,230.449,230.547,4057016.6660816
2019-06-03,230.507,231.532,228.629,229.853,4196133.2768367
2019-06-04,232.012,234.994,231.598,234.906,3878791.1774399
2019-06-05,236.353,236.92,234.686,236.891,2902844.7253434
2019-06-06,237.189,239.085,236.594,238.455,2498454.3379965
2019-06-07,239.431,241.856,239.268,240.83,2059259.2400118
2019-06-10,242.298,243.514,241.866,241.951,3121799.1528843
2019-06-11,243.629,244.004,241.32,241.903,2078022.9473084
2019-06-12,241.713,242.24,241.012,241.444,1878113.8860938
2019-06-13,242.355,242.853,241.703,242.536,1989344.1665298
2019-06-14,242.25,242.785,241.512,242.162,1319902.2002701
2019-06-17,242.47,243.035,242.162,242.393,1955263.4239168
2019-06-18,244.004,245.853,243.679,244.818,2567399.252598
2019-06-19,245.017,245.912,244.108,245.433,1847633.1631553
2019-06-20,247.935,248.165,245.922,247.741,3606547.9046315
2019-06-21,247.551,248.71,247.215,247.444,2441583.2071417
2019-06-24,247.609,247.915,246.986,247.119,3859132.4203374
2019-06-25,247.148,247.176,244.588,244.694,2508591.9767082
2019-06-26,245.507,245.989,244.357,244.455,3278184.5917145
2019-06-27,245.155,245.786,244.867,245.306,2241887.9981536
2019-06-28,246.246,247.033,245.777,246.66,3146127.1907929
2019-07-01,249.688,249.87,247.723,248.769,4916356.2798167
2019-07-02,248.789,249.497,248.019,249.478,3318951.085151
2019-07-03,250.12,251.442,249.976,251.396,2548742.9930054
2019-07-05,250.34,251.328,249.121,251.068,3669083.5115312
2019-07-08,250.004,250.262,249.285,249.822,3417362.7501834
2019-07-09,248.73,250.417,248.67,250.149,2763841.8213819
2019-07-10,251.115,252.199,250.629,251.298,3113772.9137149
2019-07-11,251.894,252.123,250.954,251.806,2454522.8316097
2019-07-12,252.392,253.109,252.075,253.033,3199683.0905481
2019-07-15,253.437,253.457,252.668,253.1,1600023.5804618
2019-07-16,253.043,253.188,252.008,252.286,1706803.648226
2019-07-17,252.286,252.4,250.589,250.589,1918408.8614507
2019-07-18,250.149,251.836,249.698,251.488,3780568.3282755
2019-07-19,252.505,252.515,249.918,250.159,2531009.9491218
2019-07-22,250.51,251.203,250.004,250.743,1423962.6936237
2019-07-23,251.756,252.485,250.991,252.476,1912811.1490276
2019-07-24,251.826,253.676,251.72,253.646,1822121.1141396
2019-07-25,253.319,253.319,251.728,252.41,2045080.3158124
2019-07-26,253.119,254.356,253.023,254.204,1960783.9409021
2019-07-29,254.069,254.107,253.178,253.753,3192601.9739011
